street,housenumber,place,lat,lon
Via Pietro Buratti ,5a,,45.404573,12.361342
Via Pietro Buratti ,"5",,45.404471,12.361405
Via Pietro Buratti ,8a,,45.404258,12.361674
Via Pietro Buratti ,"1",,45.404128,12.361613
Via Pietro Buratti ,"3",,45.404278,12.36152
Via Pietro Buratti ,"10",,45.40436,12.361613
Via Navarino ,"8",,45.410425,12.3652
Via Navarino ,"1",,45.410806,12.365473
Via Navarino ,"20",,45.409164,12.364656
Via Navarino ,"7",,45.409545,12.364931
Via Navarino ,"10",,45.41031,12.36515
Via Navarino ,7a,,45.409477,12.364902
Via Navarino ,"2",,45.410832,12.365377
Via Navarino ,"5",,45.409875,12.365072
Via Navarino ,"4",,45.410683,12.36531
Via Navarino ,"14",,45.410041,12.365032
Via Pescaria ,5a,,45.372166,12.33817
Via Pescaria ,"4",,45.372184,12.338209
Via Pescaria ,"2",,45.372056,12.338252
Via Pescaria ,"3",,45.372103,12.338186
Via Pietro Buratti ,"8",,45.404198,12.36171
Strada Casa Rossa ,20b,,45.348526,12.319694
Strada Casa Rossa ,"5",,45.349168,12.319295
Strada Casa Rossa ,"7",,45.349109,12.319362
Strada Casa Rossa ,20e,,45.348389,12.319833
Strada Casa Rossa ,"16",,45.34866,12.319563
Strada Casa Rossa ,3a,,45.349223,12.319241
Strada Casa Rossa ,6b,,45.349028,12.319129
Strada Casa Rossa ,"20",,45.348574,12.319647
Strada Casa Rossa ,"3",,45.349282,12.319249
Strada Casa Rossa ,"18",,45.348639,12.319583
Strada Casa Rossa ,"6",,45.34906,12.319097
Strada Casa Rossa ,"8",,45.348995,12.319161
Strada Casa Rossa ,"12",,45.348873,12.319344
Strada Casa Rossa ,20c,,45.348508,12.319711
Strada Casa Rossa ,"11",,45.349052,12.319421
Strada Casa Rossa ,"1",,45.34938,12.31913
Strada Casa Rossa ,"14",,45.348835,12.319384
Strada Casa Rossa ,20d,,45.348484,12.319735
Strada Casa Rossa ,"4",,45.349162,12.318997
Strada Casa Rossa ,"10",,45.348906,12.319311
Calle Pistoria ,"1",,45.372313,12.33894
Calle Pistoria ,"2",,45.372342,12.338965
Strada Casa Rossa ,"22",,45.348263,12.319964
Strada Casa Rossa ,"15",,45.349013,12.319454
Strada Casa Rossa ,"9",,45.349085,12.319393
Strada Casa Rossa ,4a,,45.349119,12.319039
Strada Casa Rossa ,"21",,45.348607,12.319851
Strada Casa Rossa ,1a,,45.349339,12.319143
Strada Casa Rossa ,"23",,45.348412,12.320046
Strada Casa Rossa ,20a,,45.348549,12.319671
Strada degli Orti ,"1",,45.347926,12.319348
Strada degli Orti ,"7",,45.348204,12.319078
Strada degli Orti ,"4",,45.348052,12.319314
Strada degli Orti ,"6",,45.348111,12.319267
Strada degli Orti ,6a,,45.348171,12.319267
Via Smirne ,"3",,45.418265,12.373998
Via Smirne ,"18",,45.418571,12.374713
Via Smirne ,"7",,45.418448,12.374296
Via Smirne ,"16",,45.418525,12.374627
Via Smirne ,"10",,45.418335,12.374302
Via Smirne ,"5",,45.418363,12.374156
Via Smirne ,"2",,45.418075,12.373876
Via Smirne ,"9",,45.418485,12.374358
Via Smirne ,9a,,45.418575,12.374504
Via Smirne ,"17",,45.418745,12.374783
Via Smirne ,"8",,45.418288,12.374225
Via Smirne ,7a,,45.418399,12.374214
Via Smirne ,"12",,45.418424,12.374459
Via Smirne ,"1",,45.418163,12.373821
Via Smirne ,5a,,45.418333,12.374107
Via Smirne ,4a,,45.418144,12.373992
Via Smirne ,"4",,45.418167,12.374031
Via Smirne ,"14",,45.418476,12.374528
Via Smirne ,9b,,45.418609,12.37456
Via Smirne ,2a,,45.418117,12.373947
Via Smirne ,"11",,45.418681,12.374673
Via Smirne ,"6",,45.418197,12.374082
Piazza Pola ,"1",,45.41801,12.37866
Strada degli Orti ,"11",,45.348602,12.318874
Strada degli Orti ,"10",,45.348519,12.318941
Strada degli Orti ,"8",,45.348301,12.319074
Strada degli Orti ,"2",,45.347963,12.319405
Via Cipro ,27a,,45.416695,12.375204
Via Cipro ,32a,,45.4194,12.37765
Via Cipro ,"53",,45.42225,12.379085
Via Cipro ,"65",,45.42364,12.378342
Via Cipro ,24a,,45.418416,12.376792
Via Cipro ,28a,,45.418995,12.377293
Via Cipro ,"13",,45.416521,12.375062
Via Cipro ,"25",,45.416628,12.375153
Via Cipro ,"27",,45.416628,12.375153
Via Cipro ,16d,,45.417836,12.376281
Via Cipro ,"39",,45.420706,12.378273
Via Cipro ,"47",,45.421307,12.378854
Via Cipro ,16c,,45.417737,12.376193
Via Cipro ,7a,,45.416208,12.374883
Via Cipro ,"15",,45.416618,12.375146
Via Cipro ,"17",,45.416618,12.375146
Via Cipro ,"19",,45.416618,12.375146
Via Cipro ,"11",,45.416457,12.375009
Via Cipro ,6b,,45.416013,12.374703
Via Cipro ,"18",,45.418174,12.376582
Via Cipro ,"45",,45.421125,12.378677
Via Cipro ,"2",,45.415837,12.374241
Via Cipro ,3a,,45.415996,12.374588
Via Cipro ,4a,,45.415899,12.374443
Via Cipro ,18a,,45.41826,12.376653
Via Cipro ,"3",,45.415896,12.37431
Via Cipro ,27b,,45.41673,12.375233
Via Cipro ,16f,,45.418113,12.376532
Via Cipro ,16e,,45.417915,12.376353
Via Cipro ,"25",,45.416623,12.37515
Via Cipro ,"21",,45.416623,12.37515
Via Cipro ,"19",,45.416623,12.37515
Via Cipro ,16b,,45.417684,12.376148
Via Cipro ,"34",,45.419567,12.377801
Via Cipro ,"35",,45.420526,12.378093
Via Cipro ,6a,,45.415937,12.374562
Via Cipro ,"57",,45.422523,12.3791
Via Cipro ,16a,,45.417634,12.376105
Via Cipro ,10a,,45.416324,12.375036
Via Cipro ,"7",,45.416176,12.374846
Via Cipro ,"15",,45.416614,12.375144
Via Cipro ,"17",,45.416614,12.375144
Via Cipro ,"41",,45.420978,12.378531
Via Cipro ,"38",,45.420155,12.378067
Via Cipro ,8a,,45.41609,12.374831
Via Cipro ,"20",,45.418312,12.376698
Via Bassanello ,"17",,45.374052,12.340193
Via Bassanello ,"33",,45.37348,12.341217
Via Bassanello ,"21",,45.373996,12.340347
Via Bassanello ,"18",,45.373979,12.340256
Via Bassanello ,"35",,45.373419,12.341302
Via Bassanello ,"15",,45.374077,12.340128
Via Bassanello ,"20",,45.373953,12.340325
Via Bassanello ,"22",,45.373925,12.340402
Via Bassanello ,"30",,45.373352,12.341252
Via Bassanello ,"37",,45.373376,12.341362
Via Bassanello ,"19",,45.37402,12.34028
Via Bassanello ,"16",,45.374004,12.34019
Via Bassanello ,"23",,45.373972,12.340415
Via Cipro ,38b,,45.420216,12.378091
Via Cipro ,"31",,45.420452,12.378024
Via Cipro ,"25",,45.416625,12.375152
Via Cipro ,"21",,45.416625,12.375152
Via Cipro ,"27",,45.416625,12.375152
Via Cipro ,"6",,45.415947,12.374582
Via Cipro ,41a,,45.4209,12.378455
Via Cipro ,"32",,45.419278,12.377544
Via Cipro ,"24",,45.418469,12.376837
Via Cipro ,"37",,45.420575,12.378151
Via Cipro ,14a,,45.417503,12.375979
Via Cipro ,"43",,45.421029,12.378619
Via Cipro ,"10",,45.416273,12.375002
Via Cipro ,"29",,45.416789,12.375284
Via Cipro ,"59",,45.4227,12.37904
Via Cipro ,"36",,45.419933,12.377992
Via Cipro ,45a,,45.421165,12.378716
Via Cipro ,"30",,45.419165,12.377445
Via Cipro ,"8",,45.416007,12.374868
Via Cipro ,"14",,45.41745,12.375946
Via Cipro ,"9",,45.4164,12.374958
Via Cipro ,"21",,45.41662,12.375148
Via Cipro ,"17",,45.41662,12.375148
Via Cipro ,"19",,45.41662,12.375148
Via Cipro ,"16",,45.417566,12.376044
Via Cipro ,"33",,45.420476,12.378038
Via Cipro ,"70",,45.422375,12.379205
Via Cipro ,"4",,45.415878,12.374376
Via Cipro ,"72",,45.423803,12.378432
Via Cipro ,"5",,45.416033,12.374654
Strada Vecchia ,"1",,45.345005,12.316221
Via Rodi ,"5",,45.407273,12.363118
Via Rodi ,"2",,45.407796,12.364057
Via Rodi ,"4",,45.407565,12.363437
Via Rodi ,2a,,45.407838,12.364193
Via Rodi ,"1",,45.407814,12.364572
Via Rodi ,"3",,45.407547,12.363693
Via Rodi ,3a,,45.407445,12.363457
Via Pietro Bembo ,"3",,45.408954,12.365292
Via Pietro Bembo ,"5",,45.408995,12.365109
Via Pietro Bembo ,4a,,45.409057,12.365252
Via Pietro Bembo ,"6",,45.409113,12.364991
Via Pietro Bembo ,6a,,45.409135,12.364891
Via Pietro Bembo ,"7",,45.409039,12.364915
Via Pietro Bembo ,"4",,45.409033,12.365361
Via Pietro Bembo ,"2",,45.408992,12.365546
Via San Giovanni D'acri ,"2",,45.408645,12.36766
Via San Giovanni D'acri ,"3",,45.408868,12.367856
Via San Giovanni D'acri ,"10",,45.410083,12.368923
Via San Giovanni D'acri ,"12",,45.410356,12.368896
Via San Giovanni D'acri ,"4",,45.409004,12.368006
Via San Giovanni D'acri ,"7",,45.409731,12.368849
Via San Giovanni D'acri ,"19",,45.411298,12.368167
Via San Giovanni D'acri ,"1",,45.408188,12.36725
Via San Giovanni D'acri ,11a,,45.410285,12.368934
Via San Giovanni D'acri ,"13",,45.410588,12.368709
Via San Giovanni D'acri ,8a,,45.409857,12.36889
Via San Giovanni D'acri ,"11",,45.41022,12.368936
Via San Giovanni D'acri ,"8",,45.409802,12.368879
Via San Giovanni D'acri ,"20",,45.411406,12.368087
Via San Giovanni D'acri ,"9",,45.409959,12.368905
Via San Giovanni D'acri ,"5",,45.40913,12.368154
Via San Giovanni D'acri ,6a,,45.409616,12.368742
Via San Giovanni D'acri ,"17",,45.410973,12.368412
Via San Giovanni D'acri ,3a,,45.408782,12.36778
Via San Giovanni D'acri ,"18",,45.411006,12.368388
Via San Giovanni D'acri ,"14",,45.410685,12.368629
Via San Giovanni D'acri ,12a,,45.410423,12.368843
Via San Giovanni D'acri ,"16",,45.410881,12.36848
Via San Giovanni D'acri ,"15",,45.410763,12.368568
Via San Giovanni D'acri ,7a,,45.409681,12.368814
Via San Giovanni D'acri ,"6",,45.409234,12.368278
Via Marco Foscarini ,"17",,45.419023,12.376782
Via Marco Foscarini ,2d,,45.419505,12.375723
Via Marco Foscarini ,"3",,45.419594,12.375734
Via Marco Foscarini ,"7",,45.419421,12.376054
Via Marco Foscarini ,2b,,45.41966,12.375446
Via Marco Foscarini ,"6",,45.41909,12.376488
Via Marco Foscarini ,"2",,45.41957,12.375607
Via Marco Foscarini ,1a,,45.419671,12.375605
Via Jacopo De' Barbari ,"1",,45.417935,12.374711
Via Jacopo De' Barbari ,"5",,45.417682,12.375183
Via Jacopo De' Barbari ,"8",,45.417442,12.375537
Via Jacopo De' Barbari ,"7",,45.417551,12.375331
Via Jacopo De' Barbari ,"4",,45.417749,12.374952
Via Jacopo De' Barbari ,"2",,45.417819,12.374818
Via Jacopo De' Barbari ,4a,,45.417718,12.375009
Via Jacopo De' Barbari ,5a,,45.417627,12.375292
Via Jacopo De' Barbari ,"6",,45.417571,12.375295
Via Marco Foscarini ,6a,,45.419129,12.376417
Via Marco Foscarini ,"15",,45.419085,12.376661
Via Marco Foscarini ,"8",,45.419012,12.376629
Via Marco Foscarini ,6b,,45.419152,12.376374
Via Marco Foscarini ,11a,,45.419157,12.376527
Via Marco Foscarini ,"5",,45.419514,12.375882
Via Marco Foscarini ,"13",,45.419139,12.376558
Via Marco Foscarini ,"9",,45.419383,12.376122
Via Marco Foscarini ,"4",,45.419384,12.375946
Via Marco Foscarini ,2c,,45.419597,12.375558
Via Marco Foscarini ,"11",,45.419239,12.37645
Via dei Coralli ,"1",,45.398147,12.361019
Via dei Coralli ,1d,,45.398229,12.360768
Via dei Coralli ,"8",,45.398428,12.360288
Via dei Coralli ,"5",,45.398327,12.360425
Via dei Coralli ,"6",,45.398383,12.360457
Via dei Coralli ,"4",,45.398333,12.360655
Via dei Coralli ,1e,,45.398247,12.360711
Via dei Coralli ,1c,,45.398202,12.360849
Strada Comunale dei Murazzi ,"2",Località Santa Maria del Mare (pellestrina) ,45.332337,12.319775
Strada Comunale dei Murazzi ,"1",Località Santa Maria del Mare (pellestrina) ,45.3324,12.322414
Via Teresa Gattei ,"9",,45.390967,12.351057
Via Teresa Gattei ,"4",,45.390784,12.351711
Via Teresa Gattei ,2a,,45.390657,12.351917
Via Teresa Gattei ,"3",,45.390652,12.351845
Via Teresa Gattei ,"6",,45.391089,12.350832
Via Teresa Gattei ,2b,,45.390716,12.351766
Strada Comunale dei Murazzi ,"7",Località Santa Maria del Mare (pellestrina) ,45.332895,12.317616
Strada Comunale dei Murazzi ,1b,Località Santa Maria del Mare (pellestrina) ,45.332373,12.32101
Piazzale Casino' ,3c,,45.406092,12.367533
Strada Comunale dei Murazzi ,1a,Località Santa Maria del Mare (pellestrina) ,45.33243,12.322398
Strada Comunale dei Murazzi ,"3",Località Santa Maria del Mare (pellestrina) ,45.332718,12.318262
Via Sebastiano Caboto ,"3",,45.417959,12.376658
Via Sebastiano Caboto ,"15",,45.417878,12.37796
Via Sebastiano Caboto ,"12",,45.417827,12.378005
Via Sebastiano Caboto ,"9",,45.417836,12.377541
Via Sebastiano Caboto ,"13",,45.417856,12.377748
Via Sebastiano Caboto ,3a,,45.417894,12.376835
Via Sebastiano Caboto ,5a,,45.417817,12.377339
Via Sebastiano Caboto ,"5",,45.417805,12.37722
Via Sebastiano Caboto ,"2",,45.417864,12.3767
Via Sebastiano Caboto ,3d,,45.417879,12.376875
Via Sebastiano Caboto ,"4",,45.417843,12.376756
Via Sebastiano Caboto ,2a,,45.417843,12.376756
Via Sebastiano Caboto ,8a,,45.417788,12.377605
Via Sebastiano Caboto ,"10",,45.417798,12.377711
Via Sebastiano Caboto ,"14",,45.417854,12.378262
Via Sebastiano Caboto ,"4",,45.417845,12.376751
Via Sebastiano Caboto ,2a,,45.417845,12.376751
Via Sebastiano Caboto ,9a,,45.417843,12.377618
Via Sebastiano Caboto ,"1",,45.418009,12.376523
Via Sebastiano Caboto ,2b,,45.417933,12.376521
Via Sebastiano Caboto ,6a,,45.417764,12.377345
Via Sebastiano Caboto ,"17",,45.41792,12.37838
Via Sebastiano Caboto ,"6",,45.417756,12.377238
Via Sebastiano Caboto ,"8",,45.417779,12.377507
Via Sandro Gallo ,129a,,45.404783,12.363627
Via Sandro Gallo ,109a,,45.406751,12.365062
Via Sandro Gallo ,"67",,45.409973,12.366331
Via Sandro Gallo ,"53",,45.411405,12.366921
Via Sandro Gallo ,"164",,45.391024,12.352756
Via Sandro Gallo ,"205",,45.393128,12.354939
Via Sandro Gallo ,176a,,45.389808,12.351789
Via Sandro Gallo ,"166",,45.390841,12.352613
Via Sandro Gallo ,159c,,45.401427,12.361049
Via Sandro Gallo ,183o,,45.394763,12.357073
Via Sandro Gallo ,157f,,45.401725,12.361264
Via Sandro Gallo ,128c,,45.399856,12.359546
Via Sandro Gallo ,135a,,45.403993,12.362979
Via Sandro Gallo ,135i,,45.403766,12.362807
Via Sandro Gallo ,133c,,45.404109,12.363066
Via Sandro Gallo ,108a,,45.401649,12.360995
Via Sandro Gallo ,"107",,45.406942,12.365167
Via Sandro Gallo ,161b,,45.401115,12.360811
Via Sandro Gallo ,173g,,45.397782,12.358244
Via Sandro Gallo ,"30",,45.413805,12.36733
Via Sandro Gallo ,"211",,45.392928,12.354781
Via Sandro Gallo ,80c,,45.406485,12.364729
Via Sandro Gallo ,"12",,45.415871,12.367285
Via Sandro Gallo ,"110",,45.401596,12.360955
Via Sandro Gallo ,"121",,45.406052,12.364548
Via Sandro Gallo ,"122",,45.400617,12.360134
Via Sandro Gallo ,"55",,45.411184,12.366849
Via Sandro Gallo ,172b,,45.390194,12.352095
Via Sandro Gallo ,5b,,45.416134,12.367715
Via Sandro Gallo ,28b,,45.413861,12.367292
Via Sandro Gallo ,193a,,45.394002,12.355737
Via Sandro Gallo ,189a,,45.39463,12.355795
Via Sandro Gallo ,"116",,45.401147,12.360619
Via Sandro Gallo ,159d,,45.401401,12.36103
Via Sandro Gallo ,"19",,45.414245,12.367202
Via Sandro Gallo ,174a,,45.38992,12.351882
Via Sandro Gallo ,173q,,45.397509,12.358033
Via Sandro Gallo ,145c,,45.402941,12.362182
Via Sandro Gallo ,"7",,45.415886,12.367452
Via Sandro Gallo ,173s,,45.39741,12.357955
Via Sandro Gallo ,161a,,45.401145,12.360834
Via Sandro Gallo ,"45",,45.41237,12.36726
Via Sandro Gallo ,3c,,45.416231,12.367814
Via Sandro Gallo ,"146",,45.393032,12.354344
Via Sandro Gallo ,183a,,45.394624,12.356926
Via Sandro Gallo ,"213",,45.392848,12.354717
Via Sandro Gallo ,"215",,45.39275,12.35464
Via Doge Galla ,21b,,45.365859,12.337565
Via Doge Galla ,"13",,45.366137,12.336668
Via Doge Galla ,"17",,45.366105,12.336773
Via Doge Galla ,"7",,45.3662,12.336465
Via Doge Galla ,"21",,45.365846,12.337606
Via Doge Galla ,"9",,45.36618,12.336528
Via Doge Galla ,"23",,45.365816,12.337676
Via Doge Galla ,"15",,45.366108,12.336765
Via Doge Galla ,"5",,45.366225,12.336387
Via Doge Galla ,"11",,45.366158,12.336599
Via Doge Domenico Michiel ,"16",,45.415957,12.3694
Via Doge Domenico Michiel ,"30",,45.415587,12.370892
Via Doge Domenico Michiel ,2b,,45.416229,12.368084
Via Doge Domenico Michiel ,7a,,45.415869,12.370005
Piazza Trau' ,"3",,45.402957,12.360659
Piazza Trau' ,"6",,45.402538,12.36033
Piazza Trau' ,"2",,45.402908,12.360781
Piazza Trau' ,"5",,45.402773,12.360636
Via Pirano ,8a,,45.411455,12.366211
Via Pirano ,"10",,45.411137,12.366087
Via Pirano ,"4",,45.411766,12.366328
Via Pirano ,"8",,45.411355,12.366171
Via Pirano ,6b,,45.411642,12.36628
Via Pirano ,"12",,45.411007,12.366038
Via Pirano ,"2",,45.41202,12.366426
Via Pirano ,10a,,45.41123,12.366123
Via Pirano ,"3",,45.411718,12.366396
Via Pirano ,"1",,45.411899,12.366466
Via Pirano ,"6",,45.411545,12.366245
Via Pirano ,6a,,45.411618,12.366272
Via Marco Polo ,"8",,45.421877,12.377461
Via Marco Polo ,"1",,45.422194,12.376761
Via Marco Polo ,"10",,45.421799,12.377708
Via Marco Polo ,"6",,45.421976,12.377145
Via Marco Polo ,"9",,45.421879,12.377785
Via Marco Polo ,"3",,45.422111,12.377033
Via Marco Polo ,"18",,45.421551,12.378499
Via Marco Polo ,"4",,45.422014,12.377022
Via Marco Polo ,7a,,45.421959,12.377545
Via Marco Polo ,"12",,45.421726,12.377941
Via Marco Polo ,"17",,45.421658,12.37849
Via Marco Polo ,"19",,45.42158,12.378736
Via Marco Polo ,"14",,45.421643,12.378211
Via Marco Polo ,1b,,45.422124,12.376989
Via Marco Polo ,"5",,45.421999,12.377409
Via Marco Polo ,6a,,45.42193,12.377294
Via Marco Polo ,"21",,45.420996,12.37985
Via Marco Polo ,"16",,45.42159,12.378369
Via Marco Polo ,"7",,45.421991,12.377439
Via Marco Polo ,"15",,45.421751,12.378193
Via Marco Polo ,"11",,45.421787,12.378076
Via Marco Polo ,3c,,45.422044,12.37724
Via Marco Polo ,2a,,45.422074,12.376825
Via Giovanni Battista Grimani ,"11",,45.413574,12.371955
Via Giovanni Battista Grimani ,"5",,45.414192,12.371272
Via Giovanni Battista Grimani ,"7",,45.414158,12.371465
Via Giovanni Battista Grimani ,"3",,45.414231,12.371065
Via Giovanni Battista Grimani ,"1",,45.414265,12.370927
Via Giovanni Battista Grimani ,"10",,45.413465,12.371813
Via Giovanni Battista Grimani ,"12",,45.413384,12.371766
Via Giovanni Battista Grimani ,"9",,45.41374,12.371835
Via Giovanni Battista Grimani ,6c,,45.413607,12.371836
Via Giovanni Battista Grimani ,6a,,45.413672,12.371782
Via Giovanni Battista Grimani ,"13",,45.413283,12.371795
Via Giovanni Battista Grimani ,"6",,45.41377,12.371708
Via Giovanni Battista Grimani ,"8",,45.41358,12.371859
Via Giovanni Battista Grimani ,3a,,45.414213,12.371156
Via Sandro Gallo ,161d,,45.401018,12.360737
Via Sandro Gallo ,135l,,45.403711,12.362766
Via Sandro Gallo ,"265",,45.389273,12.351567
Via Sandro Gallo ,133b,,45.404126,12.363079
Via Sandro Gallo ,99a,,45.407057,12.365214
Via Sandro Gallo ,99b,,45.407057,12.365214
Via Sandro Gallo ,106b,,45.401909,12.361192
Via Sandro Gallo ,173r,,45.397466,12.357999
Via Sandro Gallo ,157g,,45.401718,12.361259
Via Sandro Gallo ,"27",,45.413139,12.367498
Via Sandro Gallo ,"201",,45.393188,12.354987
Via Sandro Gallo ,159f,,45.401216,12.360888
Via Sandro Gallo ,"77",,45.408717,12.365845
Via Sandro Gallo ,"6",,45.41638,12.367771
Via Sandro Gallo ,"129",,45.404699,12.363564
Via Sandro Gallo ,183d,,45.395616,12.357179
Via Sandro Gallo ,"71",,45.409602,12.366187
Via Sandro Gallo ,55a,,45.411152,12.366833
Via Sandro Gallo ,170a,,45.390367,12.352231
Via Sandro Gallo ,155a,,45.402135,12.361573
Via Sandro Gallo ,183c,,45.394761,12.356656
Via Sandro Gallo ,"139",,45.403603,12.362756
Via Sandro Gallo ,"138",,45.396611,12.355669
Via Sandro Gallo ,135g,,45.403817,12.362846
Via Sandro Gallo ,157a,,45.401937,12.361424
Via Sandro Gallo ,119e,,45.406191,12.36466
Via Sandro Gallo ,135h,,45.40379,12.362825
Via Sandro Gallo ,161e,,45.400967,12.360698
Via Sandro Gallo ,"255",,45.390109,12.352224
Via Sandro Gallo ,"20",,45.415238,12.366818
Via Sandro Gallo ,149b,,45.402575,12.3619
Via Sandro Gallo ,171e,,45.398704,12.358989
Via Sandro Gallo ,84e,,45.405978,12.364378
Via Sandro Gallo ,"75",,45.408876,12.365907
Via Sandro Gallo ,"61",,45.410722,12.366673
Via Sandro Gallo ,"76",,45.40704,12.365067
Via Sandro Gallo ,"106",,45.401835,12.361135
Via Sandro Gallo ,153b,,45.402389,12.361759
Via Sandro Gallo ,106a,,45.401879,12.361169
Via Sandro Gallo ,161l,,45.400553,12.360453
Via Sandro Gallo ,173t,,45.397344,12.357904
Via Sandro Gallo ,"161",,45.401177,12.360858
Via Sandro Gallo ,73a,,45.409198,12.366032
Via Sandro Gallo ,"104",,45.402056,12.361303
Via Sandro Gallo ,155c,,45.402103,12.361549
Via Sandro Gallo ,47b,,45.41191,12.367118
Via Sandro Gallo ,99a,,45.407059,12.365215
Via Sandro Gallo ,99b,,45.407059,12.365215
Via Sandro Gallo ,"118",,45.400812,12.360282
Via Sandro Gallo ,145g,,45.4028,12.362073
Via Sandro Gallo ,"128",,45.399947,12.359632
Via Sandro Gallo ,149c,,45.402543,12.361876
Via Sandro Gallo ,"124",,45.400399,12.359966
Via degli Alberi ,"2",,45.348606,12.321583
Via degli Alberi ,"3",,45.348557,12.321718
Via degli Albrizzi ,"7",,45.390973,12.351681
Via degli Albrizzi ,"12",,45.390202,12.350885
Via degli Albrizzi ,"13",,45.39022,12.35108
Via degli Albrizzi ,"26",,45.38919,12.350067
Via degli Albrizzi ,"29",,45.388106,12.349373
Via degli Albrizzi ,23a,,45.389706,12.350665
Via degli Albrizzi ,"3",,45.391249,12.3519
Via degli Albrizzi ,"24",,45.389498,12.35032
Via degli Albrizzi ,"20",,45.389755,12.350526
Via degli Albrizzi ,"17",,45.39005,12.350942
Via degli Albrizzi ,"23",,45.389789,12.350731
Via degli Albrizzi ,"15",,45.390105,12.350986
Via degli Albrizzi ,"9",,45.39072,12.351479
Via degli Albrizzi ,19a,,45.38997,12.350877
Via degli Albrizzi ,"27",,45.388881,12.349999
Via degli Albrizzi ,"25",,45.389596,12.350577
Via degli Albrizzi ,"19",,45.389914,12.350832
Via degli Albrizzi ,"4",,45.391066,12.351581
Via degli Albrizzi ,"18",,45.389864,12.350613
Via degli Albrizzi ,"6",,45.390722,12.351302
Via degli Albrizzi ,"2",,45.391322,12.351786
Via degli Albrizzi ,"10",,45.390285,12.350951
Via degli Albrizzi ,12a,,45.390143,12.350837
Via degli Albrizzi ,"22",,45.389651,12.350442
Via degli Albrizzi ,"8",,45.390506,12.351127
Via degli Albrizzi ,"5",,45.391121,12.351797
Via degli Albrizzi ,"16",,45.390007,12.350727
Via degli Albrizzi ,9a,,45.390648,12.351421
Via degli Albrizzi ,"14",,45.390104,12.350806
Via Doge Domenico Michiel ,"4",,45.416251,12.368205
Via Doge Domenico Michiel ,1d,,45.41612,12.368961
Via Doge Domenico Michiel ,2d,,45.416254,12.36819
Via Doge Domenico Michiel ,"58",,45.414917,12.373722
Via Doge Domenico Michiel ,5b,,45.415964,12.369591
Via Doge Domenico Michiel ,"8",,45.416133,12.368685
Via Doge Domenico Michiel ,3c,,45.416018,12.369367
Via Doge Domenico Michiel ,"14",,45.415992,12.369251
Via Doge Domenico Michiel ,"44",,45.415407,12.371635
Via Doge Domenico Michiel ,"7",,45.415883,12.369942
Via Doge Domenico Michiel ,2a,,45.416247,12.368008
Via Doge Domenico Michiel ,1b,,45.416172,12.368746
Via Doge Domenico Michiel ,"18",,45.415857,12.369819
Via Doge Domenico Michiel ,3b,,45.416032,12.369314
Via Doge Domenico Michiel ,"15",,45.415707,12.370638
Via Doge Domenico Michiel ,54a,,45.415033,12.373199
Via Doge Domenico Michiel ,"46",,45.415335,12.371945
Via Doge Domenico Michiel ,"2",,45.416268,12.367919
Via Doge Domenico Michiel ,"10",,45.416083,12.368884
Via Doge Domenico Michiel ,"41",,45.415138,12.372974
Via Doge Domenico Michiel ,16a,,45.415928,12.369521
Via Doge Domenico Michiel ,56a,,45.414951,12.373537
Via Doge Domenico Michiel ,3a,,45.416046,12.369262
Via Doge Domenico Michiel ,"32",,45.415555,12.371019
Via Doge Domenico Michiel ,"6",,45.416209,12.368377
Via Doge Domenico Michiel ,"5",,45.416001,12.369432
Via Doge Domenico Michiel ,20a,,45.415823,12.369951
Via Doge Domenico Michiel ,1f,,45.416078,12.369133
Via Doge Domenico Michiel ,21b,,45.415324,12.37221
Via Doge Domenico Michiel ,"36",,45.41548,12.371328
Via Doge Domenico Michiel ,"13",,45.415726,12.370555
Via Doge Domenico Michiel ,"17",,45.415476,12.371578
Via Doge Domenico Michiel ,6a,,45.416158,12.368585
Via Doge Domenico Michiel ,"56",,45.414974,12.373438
Via Doge Domenico Michiel ,44a,,45.415371,12.371788
Via Doge Domenico Michiel ,"20",,45.415795,12.370054
Via Doge Domenico Michiel ,"34",,45.415531,12.371117
Via Doge Domenico Michiel ,"52",,45.415114,12.372864
Via Doge Domenico Michiel ,"28",,45.415707,12.370437
Via Doge Domenico Michiel ,5d,,45.415948,12.36966
Via Doge Domenico Michiel ,2c,,45.416252,12.368198
Via Doge Domenico Michiel ,"48",,45.415272,12.372226
Via Doge Domenico Michiel ,1e,,45.416092,12.369078
Via Doge Domenico Michiel ,7b,,45.415838,12.37012
Via Doge Domenico Michiel ,"3",,45.41607,12.369169
Via Doge Domenico Michiel ,"11",,45.415767,12.370434
Via Marco Polo ,15a,,45.421733,12.378248
Via Marco Polo ,11b,,45.42176,12.378164
Via Marco Polo ,9a,,45.421838,12.377913
Via Marco Polo ,11a,,45.421811,12.378001
Via Sandro Gallo ,72c,,45.407301,12.365163
Via Sandro Gallo ,38b,,45.412733,12.36714
Via Sandro Gallo ,"165",,45.399933,12.359932
Via Sandro Gallo ,"14",,45.415672,12.367126
Via Sandro Gallo ,20d,,45.415382,12.366826
Via Sandro Gallo ,"8",,45.416136,12.367479
Via Sandro Gallo ,"207",,45.393088,12.354908
Via Sandro Gallo ,"149",,45.402645,12.361954
Via Sandro Gallo ,"114",,45.401312,12.360743
Via Sandro Gallo ,119a,,45.40634,12.364764
Via Sandro Gallo ,133a,,45.404157,12.363103
